city,name,address,lng,lat
成都市,成都锦欣妇产科医院,成都市锦江区盐市口街道办事处锦江区光华街35号,104.074706,30.659579
成都市,四川省人民医院,成都市一环路西二段32号,104.050808,30.644529
成都市,四川省第二中医医院,成都市青羊区四道街20号,104.060551,30.678197
成都市,四川省第五人民医院,成都市青羊区商业街69号,104.063227,30.670996
成都市,成都市第三人民医院,成都市青羊区羊市街19号,104.0695,30.673269
成都市,成都市妇女儿童中心医院,成都市青羊区日月大道一段1617号、太升南路137号,104.08483,30.671132
成都市,成飞医院,成都市青羊区黄田坝经一路105号,103.971325,30.699236
成都市,成都金沙医院,成都市青羊区青羊大道201-205号,104.016121,30.679199
成都市,满地可医院,成都市青羊区贝森南路66号,104.010423,30.674016
成都市,成都中医药大学附属医院,成都市金牛区十二桥39--41号,116.218208,39.987459
成都市,西部战区总医院,蓉都大道天回路270号,116.413384,39.910925
成都市,成都市第四人民医院,成都市金牛区营门口互利西一巷8号,104.050437,30.712291
成都市,成都市第八人民医院,成都市金牛区蓉都大道1120号,104.144133,30.770897
成都市,中国五冶集团有限公司医院,成都市金牛区一环路北三段53号,104.082662,30.69114
成都市,成大附院,金牛区二环路北二段82号,104.065296,30.701268
成都市,中铁二局集团中心医院,成都市金牛区沙湾东一路85号,104.061473,30.695301
成都市,成都西区医院,金牛区二环路西三段2号,116.355502,39.886364
成都市,金牛区人民医院,成都市金牛区花照壁中横街389号,104.03625,30.713024
成都市,金牛区中医医院,成都市金牛区天回上街128号,104.122409,30.765619
成都市,金牛区妇幼保健院,成都市金牛区长月路12号,104.055757,30.720285
成都市,四川省建筑医院,解放路2段2号,116.413384,39.910925
成都市,成都骨伤医院,一环路西三段90号,116.413384,39.910925
成都市,四川大学华西医院,成都市武侯区国学巷37号,104.067965,30.649398
成都市,四川大学华西第四医院,成都市人民南路三段18号,104.073707,30.637327
成都市,四川省肿瘤医院,成都市人民南路四段55号,104.072519,30.634721
成都市,四川省中西医结合医院,成都市人民南路四段51号,104.075486,30.62005
成都市,四川省妇幼保健院,武侯区沙堰西二街290号/抚琴西路338号,104.002353,30.656814
成都市,成都市第七人民医院,成都市十二中街1号：致民路51号,104.086782,30.648745
成都市,三六三医院,成都市武侯区倒桑树街108号,104.061586,30.654952
成都市,西藏自治区人民政府驻成都办事处医院,成都市洗面桥横街20号,104.058365,30.648065
成都市,四川现代医院,成都市武侯区武兴一路118号,104.000308,30.636921
成都市,成都双楠医院,成都市武侯区红牌楼路399号,104.028534,30.643236
成都市,成都平安医院,成都市武侯区燃灯寺5号,104.043072,30.651716
成都市,武侯区人民医院,成都市武侯区广福桥街8号,104.044847,30.639917
成都市,武侯区第三人民医院,成都市武侯区簇桥龙井中路109号,104.001553,30.609893
成都市,武侯区第五人民医院,成都市武侯区金花横街2号,103.975754,30.613415
成都市,成都天使儿童医院,成都市武侯区人民南路四段46号附1号,104.072519,30.634721
成都市,成都康福肾脏病医院,成都市二环路西一段15号,104.035244,30.644522
成都市,四川奥斯迪康骨医院,成都市二环路西一段清水河大桥南侧,104.028403,30.658625
成都市,四川赫尔森康复医院,成都市武侯区晋阳路145号,104.009317,30.656831
成都市,成都西南儿童医院,成都市武侯区红牌楼北街13号,104.042748,30.641312
成都市,成都武侯西南医院,成都市武侯区九康五路168号,103.979485,30.652355
成都市,中国人民解放军5701厂医院,成都武侯区簇桥华锦路100号,104.005193,30.618018
成都市,成都市第六人民医院,成都市成华区建设南街16号,104.11465,30.671904
成都市,成都市第十一人民医院,成都市成华区青龙场致强路247号,104.119166,30.706053
成都市,核工业四一六医院,成都市二环路北四段4号,104.059891,30.62805
成都市,攀钢集团成都医院,成都市成华区双华南路12号,104.108545,30.654956
成都市,成华区第三人民医院,成都市成华区青龙场致强环街277号,104.120042,30.708551
成都市,成华区第六人民医院,成都市成华区槐柳四路11号,104.155121,30.644932
成都市,成华区妇幼保健院,成都市成华大道新鸿路2、6、8号,104.109612,30.667295
成都市,成都誉美医院,成都市成华区下涧槽路11号,104.142198,30.686636
成都市,成都五块石医院,成都市站北路1号,104.084394,30.708279
成都市,成都新华医院,成都市双桥路180号,104.110182,30.656823
成都市,龙泉驿区第一人民医院,龙泉驿区龙泉驿河3组201号,104.281397,30.562698
成都市,龙泉驿区第二人民医院,龙泉驿区洛带镇上街105号,113.315497,34.808819
成都市,龙泉驿区妇幼保健院,龙泉驿区龙泉玉扬路383号,104.271516,30.568935
成都市,龙泉驿区中医医院,龙泉驿区建设路68号,116.137633,39.723746
成都市,成都航天医院,龙泉驿区龙泉鲸龙路121号,104.271516,30.568935
成都市,成都长江医院,龙泉驿区十陵江华路8号,104.180593,30.662402
成都市,四川护理职业学院附属医院,龙泉驿区沿山路二段88号,116.760979,40.243859
成都市,四川省人民医院（东院）,龙泉驿区大面街办洪河北路585号,117.12938,40.145217
成都市,青白江区人民医院,成都市青白江区凤凰东四路15号,104.297976,30.883584
成都市,青白江区妇保院,成都市青白江区青江南路87号,104.298132,30.883671
成都市,青白江区中医院,成都市青白江区化工北路41号,104.272508,30.882289
成都市,本草堂康复医院,成都市青白江区城厢镇古城路28号,104.325229,30.865795
成都市,攀成钢青白江医院,成都市青白江区红阳教育街51号,104.254697,30.88544
成都市,日鑫老年病医院,成都市青白江区祥福镇日新东街104号,104.304148,30.806133
成都市,成都市新都区人民医院,四川省成都市新都区育英路南段199号,104.19139,30.818374
成都市,成都北新医院,成都市新都区斑竹园镇柏水路638号,104.098849,30.823808
成都市,成都市新都区妇幼保健院,新都区新都镇新都大道309号,104.165393,30.829407
成都市,成都市新都区第二人民医院,新都区新繁镇繁江北路72号,104.165393,30.829407
成都市,成都新都西桥医院,新都区石板滩镇万源大道87号,104.165393,30.829407
成都市,成都市新都区中医医院,成都市新都区香樟路120号,104.1764,30.815809
成都市,成都市新都区第三人民医院,大丰街道崇义桥街468号,116.413384,39.910925
成都市,成都红星老年病医院,成都市新都区北新路135号,104.166343,30.841541
成都市,成都医学院第一附属医院,成都市新都区宝光大道278号,104.164797,30.834706
成都市,四川省革命伤残军人医院,四川省成都市新都区新繁镇荣军路 86号,103.996485,30.854521
成都市,四川省八一康复中心,温江区永宁镇八一路81号,116.212735,40.51064
成都市,成都市第五人民医院,成都市温江区麻市街33号,103.836511,30.702756
成都市,成都市温江区人民医院,温江区万春东路10号、61号,103.863573,30.688487
成都市,成都市温江区中医医院,成都市温江区东大街156号,103.849136,30.705126
成都市,成都市温江区妇幼保健院（成都市温江区妇幼保健计划生育服务中心）,成都市温江区万春路140号,103.845699,30.709583
成都市,成都市温江区第三人民医院,成都市温江区万春镇万春大道60号,103.838026,30.747595
成都市,双流区第一人民医院,成都市双流区东升街道西北街149号,103.930567,30.582685
成都市,双流区中医医院,成都市双流区东升街道花园路二段 300号,116.863377,40.375858
成都市,双流区妇幼保健院,成都市双流区东升街道间槽中街396号,103.939356,30.582155
成都市,双流区第二人民医院,成都市双流区永安镇四兴街88号,103.989161,30.414084
成都市,四川省司法警官总医院,成都市双流区外南机场路近都段16号,104.004864,30.580915
成都市,郫都区人民医院,成都市郫都区德源北路二段666号,103.905446,30.799538
成都市,郫都区第二人民医院,成都市郫都区唐昌镇二环路东南段 86号,103.82867,30.921508
成都市,郫都区中医医院,成都市郫都区郫筒街道南大街342号,103.887234,30.811589
成都市,成都市郫都区妇幼保健计划生育服务中心（成都市郫都区妇幼保健院）,成都市郫都区郫筒街道新南街283号、158号,103.885362,30.814282
成都市,郫都区骨科医院,成都市郫都区安德镇永兴东路10号,103.831797,30.858769
成都市,西南兵工成都医院,成都市郫都区郫筒街道何公路151号,103.882305,30.807343
成都市,四川省交通厅公路局医院,成都市郫都区犀浦镇恒山北街139号、犀团路500号,103.973056,30.775109
成都市,简阳市人民医院,简城街办医院路180号,116.413384,39.910925
成都市,简阳市中医医院,河东新区雄州大道南段421号,117.258413,39.134487
成都市,贾家中心卫生院,贾家镇中心路139号,116.52153,39.961794
成都市,禾丰中心卫生院,禾丰街办裕民街338号,116.413384,39.910925
成都市,简阳市妇幼保健计划生育服务中心,河东新区雄州大道南段868号,117.258413,39.134487
成都市,简阳空分医院,简城街办建设中路239号,116.413384,39.910925
成都市,简阳玛莉亚妇产医院,简城街办建设中路152号,116.413384,39.910925
成都市,都江堰市人民医院,都江堰市宝莲路622号,103.66297,30.984949
成都市,都江堰市中医院,都江堰市金江社区中医院北路,103.638288,30.968817
成都市,都江堰市妇保院,都江堰市壹街区银桂街2号,103.66535,31.017689
成都市,都江堰市第二人民医院,都江堰市发展路89号,116.302244,40.11208
成都市,都江堰市第三人民医院,都江堰市学府路二段725号,103.657194,31.005126
成都市,都江堰市骨伤专科医院,都江堰市中兴镇中环路南段2号,103.631093,30.926062
成都市,阿坝州林业中心医院,都江堰市太平街445号,103.635622,30.992739
成都市,四川省地矿局405医院,四川省成都市都江堰市奎光路观江街 36号,103.626439,30.989691
成都市,都江堰鹏程疼痛医院,都江堰市幸福镇迎宾路430号,116.450924,39.806417
成都市,都江堰宏惠医院,都江堰市康复路74号,103.623136,30.994442
成都市,彭州市人民医院,成都市彭州市金彭西路178号、南三环路二段255号,103.944167,30.99478
成都市,彭州市中医医院,成都市彭州市南大街396号,103.948204,30.980965
成都市,彭州市妇幼保健计划生育服务中心,成都市彭州市致和镇南三环二段257号,103.948172,30.942288
成都市,彭州市第二人民医院,成都市彭州市濛阳镇柏桥社区濛三北路 696号,104.125933,30.954397
成都市,彭州市第四人民医院,成都市彭州市九尺街道玉源村天鹅街 355号,104.032958,30.994723
成都市,彭州市中西医结合医院,成都市彭州市天彭镇西大街468号,103.938525,30.988961
成都市,彭州市传染病医院,成都市彭州市天彭镇金彭东路995号,103.983182,30.993996
成都市,彭州同一医院,成都市彭州市天彭镇天府东路153号,103.966778,30.984334
成都市,邛崃市医疗中心医院,成都市邛崃市临邛镇杏林路172号,103.470481,30.416399
成都市,邛崃市中医医院,成都市邛崃市文君街道西街59号,103.461016,30.421513
成都市,邛崃市妇幼保健计划生育服务中心,成都市邛崃市临邛镇崇德路307号,103.467058,30.433625
成都市,邛崃任氏骨科医院,成都市邛崃市临邛街道书院街113号,103.464341,30.423881
成都市,邛崃东华医院,成都市邛崃市临邛镇文昌街70号,103.481042,30.4152
成都市,崇州市人民医院,崇州市崇阳街道永康东路318号,103.696379,30.627158
成都市,崇州市中医医院,崇州市崇阳街道上南街194号,103.679124,30.631731
成都市,崇州市妇幼保健院,崇州市崇阳街道江源南路100号,103.696853,30.607376
成都市,崇州二医院,崇州市崇阳镇唐安西路432号,103.675264,30.63823
成都市,四川省复原退伍军人医院,崇州市崇阳街道红桥街320号,103.687125,30.630402
成都市,金堂县第一人民医院,成都市金堂县赵镇金广路886号,104.42404,30.882659
成都市,金堂县第二人民医院,成都市金堂县淮口镇淮白路275号,104.564427,30.715801
成都市,金堂县第三人民医院,成都市金堂县竹篙镇上正街788号,104.735872,30.635245
成都市,金堂县中医医院,成都市金堂县鸣凤路99号,104.405158,30.857536
成都市,金堂县妇幼保健院,成都市金堂县赵镇金泉路6号,104.423903,30.851085
成都市,金堂黄氏中西医骨科医院,成都市金堂县赵镇金广路271号,104.436788,30.866653
成都市,金堂仁友骨科医院,成都市金堂县赵镇十里大道二段809号,104.412055,30.868307
成都市,金堂纺织妇产医院,成都市金堂县淮口镇淮帆社区,104.563613,30.739158
成都市,金堂仁爱医院,成都市金堂县赵镇十里大道二段57号,104.412055,30.868307
成都市,四川省监狱管理局中心医院,成都市金堂县清江镇火盆山路2号,104.383601,30.91112
成都市,金堂正康老年病医院,成都市金堂县赵镇云绣社区3组,104.423363,30.809488
成都市,金堂县精神病医院,成都市金堂县淮口镇洲城大道270号,104.549229,30.715242
成都市,金堂家兴结石病医院,成都市金堂县赵镇韩滩路43号,104.442318,30.851758
成都市,新津县人民医院,新津县五津西路149号,103.812072,30.421798
成都市,志辉医院,新津县五津镇瑞通路121号,103.823504,30.424666
成都市,新津县中医医院,新津县五津镇迎宾大道6号,103.82175,30.431832
成都市,新津县第二人民医院,新津县花源镇长乐北街73号,103.876137,30.470812
成都市,新津县妇幼保健计划生育服务中心,新津县五津东路201号,103.817433,30.416364
成都市,大邑县人民医院,成都市大邑县晋原镇北街323号,103.52753,30.593155
成都市,大邑县第二人民医院,成都市大邑县安仁镇吉祥街2号,103.62795,30.515995
成都市,大邑县妇幼保健计划生育服务中心,成都市大邑县晋原镇内蒙古大道539号,103.520222,30.572574
成都市,大邑望县中医医院,成都市大邑县晋原镇城西街19号,103.520953,30.589789
成都市,大邑志昌骨科医院,成都市大邑县晋原镇富民路南段40号,103.536039,30.592339
成都市,大邑希尔医院,成都市大邑县晋原镇滨河路东段3号,103.529426,30.598466
成都市,大邑宁康医院,成都市大邑县晋原镇孟湾东道316号,103.545286,30.588689
成都市,蒲江县人民医院,蒲江县鹤山街道河西路18号,103.508255,30.203776
成都市,蒲江县中医医院,蒲江县鹤山街道飞虎路159号,103.528682,30.201362
成都市,蒲江县妇幼保健计划生育服务中心,蒲江县鹤山街道广定路165号,103.529995,30.201766
自贡市,自贡市第一人民医院,自贡市自流井区尚义灏一支路42号,104.739095,29.307457
自贡市,自贡市第四人民医院,自贡市自流井区檀木林大街19号,104.781298,29.358831
自贡市,自流井区中医院,自贡市自流井区光大街50号,104.763657,29.35249
自贡市,自流井区东街社区卫生服务中心（自流井区第二人民医院）,自贡市自流井区鸿鹤路43号,104.804468,29.354111
自贡市,自流井区第三人民医院,自贡市自流井区东光路22号,104.757975,29.351283
自贡市,自贡市自流井区妇幼保健院,自贡市自流井区新街芦厂坝165号,104.768336,29.355928
自贡市,自流井区五星街社区卫生服务中心,自贡市自流井区五星街石滩坝社区华苑小区 4栋,104.765175,29.357771
自贡市,自流井区仲权镇中心卫生院,自贡市自流井区仲权镇新兴街127号,116.709767,40.111951
自贡市,自流井区舒坪镇中心卫生院,自贡市自流井区舒坪镇蜀盐街72号,104.728051,29.300498
自贡市,自流井区荣边镇镇卫生院,自贡市自流井区荣边镇团结街41号,104.234871,29.479972
自贡市,自贡红新医院,自贡市自流井区东兴寺街道交通路 6组2号,104.784855,29.351058
自贡市,自贡中城医院,自贡市自流井区解放路113号,104.775183,29.354819
自贡市,钟云山社区医院,自贡市自流井区钟云山A区服务楼,104.785658,29.365323
自贡市,内江铁路医院自贡分院,自贡市火车站424号,116.147562,39.934102
自贡市,自贡云山骨科,自贡市自流井区龙井街钟云山居委会1组B区原邮电综合楼,104.787241,29.363729
自贡市,自贡东方医院,自贡市自流井区五星街黄桷坪路123号,104.774963,29.366998
自贡市,自贡市第三人民医院,贡井区筱溪街胜利巷156号,104.721823,29.349968
自贡市,自贡市精神卫生中心,贡井区青杠林138号,104.728353,29.346407
自贡市,贡井区中医医院,自贡市贡井区广场路29号,104.716569,29.352636
自贡市,贡井区妇幼保健院,自贡市贡井区花园路99号,104.719437,29.351098
自贡市,长土镇卫生院,自贡市贡井区长土镇长土街社区5组,104.69869,29.344483
自贡市,艾叶镇卫生院,自贡市贡井区艾叶镇李家桥2组123号,116.680427,40.045346
自贡市,建设镇卫生院,自贡市贡井区建设镇172号,104.650648,29.35392
自贡市,成佳中心卫生院,贡井区成佳镇劳动街35号,104.618221,29.397677
自贡市,五宝中心卫生院,贡井区五宝镇北街,104.508036,29.234132
自贡市,龙潭中心卫生院,龙潭镇正街145号,116.296538,40.04965
自贡市,桥头镇卫生院,桥头镇白房村4组,116.05901,39.938111
自贡市,白庙镇卫生院,白庙镇和平街59号,115.975053,40.497284
自贡市,莲花镇卫生院,莲花镇明清街88号,116.413384,39.910925
自贡市,章佳乡卫生院,章佳乡凤凰街36号,116.413384,39.910925
自贡市,牛尾乡卫生院,牛尾乡相会街242号,116.413384,39.910925
自贡市,筱溪街社区卫生服务中心,四川省自贡市贡井区青杠林广场,104.726273,29.347458
自贡市,自贡市长生医院,自贡市贡井区东风路6号,104.724266,29.35282
自贡市,自贡中意友好医院,自贡市贡井区筱溪街马槽塘居委会 4组,104.725044,29.352366
自贡市,自贡家馨医院,长土镇济公社区建华塞纳河畔1栋106-1号,116.313267,40.086632
自贡市,自贡雷公滩医院,贡井区雷公滩,104.731637,29.368988
自贡市,自贡市第六人民医院,贡井区夏洞寺,104.721557,29.351476
自贡市,自贡市中医医院,大安区马冲口街59号,121.553725,25.030151
自贡市,自贡市妇幼保健院,自贡市大安区大楻桶路49号,104.783348,29.367123
自贡市,大安区人民医院,大安街周家冲路51号,116.413384,39.910925
自贡市,大安区妇幼保健院,大安区大安街大冲头1组18号,104.792207,29.373503
自贡市,大安区老年病医院,大安区大安街扇子坝81号,104.790802,29.377406
自贡市,马冲口764医院,大安区马冲口街人民路111号,121.553725,25.030151
自贡市,和平医院,大安区马冲口街人民路341号,121.553725,25.030151
自贡市,名扬医院,大安区牛佛镇张寺村1组,105.04341,29.379692
自贡市,何市中心卫生院,大安区何市镇何家场居委会2组,104.936946,29.390611
自贡市,牛佛中心卫生院,自贡市大安区牛佛镇张家坝社区育才街 37号,105.03864,29.376969
自贡市,新店镇卫生院,大安区新店镇街道34号,121.553725,25.030151
自贡市,和平镇卫生院,和平街道金桂路111号,116.413384,39.910925
自贡市,团结镇卫生院,大安区团结镇朝天村3组,104.805143,29.43694
自贡市,三多寨镇卫生院,大安区三多寨镇鸳鸯街38号,121.553725,25.030151
自贡市,回龙镇卫生院,大安区回龙镇街村恒丰路3号,116.306551,39.844016
自贡市,凤凰镇卫生院,凤凰镇凤凰村5组,116.413384,39.910925
自贡市,庙坝镇卫生院,庙坝镇街村49号,116.163258,39.838643
自贡市,新民镇卫生院院,四川省大安区新民镇董家村6组,104.804257,29.398004
自贡市,永嘉乡卫生院,永嘉乡点灯坳341号,116.413384,39.910925
自贡市,大山铺镇卫生院,大山铺镇爱和路57号,116.413384,39.910925
自贡市,上田坝卫生服务站,大安区采石路244号,116.238502,39.932823
自贡市,自贡市光大医院,永安镇云龙村监管中心,116.413384,39.910925
自贡市,自贡市沿滩区邓关镇中心卫生院,邓关街道新塘村8组亿城花园,116.413384,39.910925
自贡市,自贡市沿滩区沿滩镇卫生院,沿滩区沿滩镇升坪街97号,104.880409,29.278797
自贡市,自贡市沿滩区瓦市镇中心卫生院,瓦市镇解放路街211号,116.413384,39.910925
自贡市,自贡市沿滩区黄市镇卫生院,黄市镇自由路77号,116.413384,39.910925
自贡市,自贡市沿滩区永安镇中心卫生院,沿滩区永安镇永福路104号,116.316681,39.863427
自贡市,自贡高新医院,自贡市沿滩区时代大道1号附56号,104.803486,29.321164
自贡市,自贡市沿滩区仙市镇卫生院,自贡市沿滩区仙市镇箭口村5组,104.879988,29.332461
自贡市,自贡市沿滩区刘山乡卫生院,沿滩区永安镇刘山市街37号,104.880409,29.278797
自贡市,自贡市沿滩区富全镇卫生院,自贡市沿滩区富全镇市街69号,104.72365,29.192146
自贡市,自贡市沿滩区王井镇卫生院,自贡市沿滩区王井镇新兴街166号,116.709767,40.111951
自贡市,自贡市沿滩区九洪乡卫生院,自贡市沿滩区九洪乡九洪下街,104.86628,29.178418
自贡市,自贡市沿滩区联络镇中心卫生院,自贡市沿滩区联络镇东升路30号,104.792254,29.189572
自贡市,自贡市沿滩区人民医院,沿滩区沿滩镇和平路85号,116.099431,39.960492
自贡市,自贡市沿滩区妇幼保健院,沿滩区沿滩镇广场路,116.813328,39.710636
自贡市,自贡市沿滩区升坪街社区卫生服务中心,自贡市沿滩区沿滩镇升坪街水巷子 7号,116.274157,39.857782
自贡市,自贡市沿滩区兴隆镇卫生院,沿滩区兴隆镇市街164号,104.794381,29.276582
自贡市,荣县人民医院,荣县旭阳镇荣州大道二道305号，荣县旭阳镇北街207号,104.423477,29.464298
自贡市,荣县中医医院,荣县旭阳镇健康路216号,104.429015,29.464472
自贡市,荣县精神病医院,荣县旭阳镇二佛路446-8号,104.426745,29.458374
自贡市,荣县妇幼保健院,荣县新城望景街318号,104.423875,29.450987
自贡市,荣县新城医院,荣县旭阳镇望景路199号,104.423875,29.450987
自贡市,荣县华康医院,荣县旭阳镇荣州大道三段483号,116.54752,39.903282
自贡市,自贡荣州骨科医院,自贡荣县旭阳镇蓝帝大道166号,104.430463,29.451251
自贡市,荣县富东医院,荣县旭阳镇对景路33-72号,104.423875,29.450987
自贡市,荣县佛都医院,荣县旭阳镇南帝大道220-238号,104.423875,29.450987
自贡市,荣县广济医院,双石镇长冲村联建工程房,116.413384,39.910925
自贡市,荣县河西中西医结合医院,荣县旭阳镇附西路571-595号,104.41957,29.460452
自贡市,荣县广顺医院,荣县长山镇迎宾街西段171号,116.820297,40.371238
自贡市,荣县李晏医院,荣县乐德镇李晏街道5号,104.434239,29.340526
自贡市,荣县旭阳中心卫生院,荣州路10-16-（38-44）号,116.413384,39.910925
自贡市,荣县留佳中心卫生院,荣县留佳镇求雨山街213号,104.423875,29.450987
自贡市,荣县双石中心卫生院,荣县双石镇西场街,116.107589,40.572645
自贡市,荣县乐德中心卫生院,荣县乐德镇正东街72号,104.423875,29.450987
自贡市,荣县长山中心卫生院,荣县长山镇滨河街151号、团结街136号,116.346834,39.768726
自贡市,荣县高山中心卫生院,荣县高山镇五显街360号,104.423875,29.450987
自贡市,荣县双古中心卫生院,荣县双古镇北街95号,104.284307,29.559031
自贡市,荣县新桥中心卫生院,荣县新桥镇东兴街23号,116.617738,40.126408
自贡市,荣县度佳镇卫生院,荣县度佳镇江西街116号,104.328668,29.411806
自贡市,荣县来牟镇卫生院,荣县来牟镇南安街133号,104.191199,29.519003
自贡市,荣县保华镇卫生院,荣县保华镇东街13号,104.223563,29.411684
自贡市,荣县过水镇卫生院,荣县过水镇街道213号,104.423875,29.450987
自贡市,荣县鼎新镇卫生院,荣县鼎新镇万寿街9-11号,104.423875,29.450987
自贡市,荣县东佳镇卫生院,荣县东佳镇新生街212号,116.829784,40.131572
自贡市,荣县河口镇卫生院,荣县河口镇北街10号,104.355429,29.296166
自贡市,荣县望佳镇卫生院,荣县望佳镇富民巷8号,116.670944,40.196798
自贡市,荣县观山镇卫生院,荣县观山镇西街92号、94、96、98号、八五街74、76、78、80、82、84号,115.976997,40.464148
自贡市,荣县古文镇卫生院,荣县古文镇中心街89号,104.441878,29.267329
自贡市,荣县铁厂镇卫生院,荣县铁厂镇古驿街51号,104.335384,29.479341
自贡市,荣县正紫镇卫生院,荣县正紫镇街道41号,104.423875,29.450987
自贡市,荣县古佳乡卫生院,荣县古佳乡街道,104.423875,29.450987
自贡市,荣县复兴乡卫生院,荣县复兴乡街道47号,104.423875,29.450987
自贡市,荣县墨林乡卫生院,荣县墨林乡街道北街1号,104.474739,29.55788
自贡市,荣县东兴镇卫生院,荣县东兴镇东直街127号,104.423875,29.450987
自贡市,荣县雷音乡卫生院,荣县雷音乡街道,104.423875,29.450987
自贡市,荣县于佳乡卫生院,荣县于佳乡五通嘴街23号,104.260396,29.612083
自贡市,荣县金花乡卫生院,荣县金花乡南川寺街119号,104.166165,29.247797
自贡市,富顺县人民医院,富顺县富世镇吉祥路490号,104.997184,29.196342
自贡市,富顺县晨光医院,富顺县富世镇晨光路182号,116.393749,39.857409
自贡市,富顺县中医医院,富顺县富世镇富达路116号,104.981494,29.186886
自贡市,富顺县妇幼保健院,富顺县富世镇富州大道中段267号,104.989047,29.194656
自贡市,富顺县精神病医院,富顺县永年镇永彭路39号,109.386597,35.993368
自贡市,富顺县代寺镇中心卫生院,富顺县代寺镇人民街61号,116.58678,40.293852
自贡市,富顺县狮市镇中心卫生院,富顺县狮市镇狮回路108号,104.981494,29.186886
自贡市,富顺县赵化镇中心卫生院,富顺县赵化镇正街39号,105.133891,29.010081
自贡市,富顺县永年镇中心卫生院,富顺县永年镇建设街72号,117.124741,40.142526
自贡市,富顺县童寺镇中心卫生院,富顺县童寺镇童赵路84号,105.174202,29.127234
自贡市,富顺县板桥镇中心卫生院,富顺县板桥镇天台路20号,104.795635,29.124413
自贡市,富顺县怀德镇中心卫生院,四川省富顺县怀德镇民主街36号,116.135938,40.242415
自贡市,富顺县邓井关街道社区卫生服务中心,富顺县富世镇邓井关社区建设巷7号,104.973706,29.18547
自贡市,富顺县东湖街道社区卫生服务中心,富顺县东湖街道东湖路91号附2号,117.259057,40.219551
自贡市,富顺县福善镇卫生院,富顺县福善镇街村,116.163258,39.838643
自贡市,富顺县古佛镇卫生院,富顺县古佛镇街村131号,116.163258,39.838643
自贡市,富顺县安溪镇卫生院,富顺县安溪建设街45号,116.950531,40.424016
自贡市,富顺县兜山镇卫生院,富顺县兜山镇街村,104.966244,29.071673
自贡市,富顺县李桥镇卫生院,富顺县李桥镇街村40号,104.829873,29.047618
自贡市,富顺县龙万乡卫生院,富顺县龙万乡万坳街村中心街63号,116.575381,40.064524
自贡市,富顺县长滩镇卫生院,富顺县长滩镇新街82号,115.946954,39.665686
自贡市,富顺县骑龙镇卫生院,富顺县骑龙镇光明路12号,116.445407,39.889959
自贡市,富顺县琵琶镇卫生院,富顺县琵琶镇街村4组,116.163258,39.838643
自贡市,富顺县飞龙镇卫生院,富顺县飞龙镇新文村7组(黄泥碥）,105.083252,28.963259
自贡市,富顺爱心医院,富顺县富世镇交通路18号,104.981494,29.186886
自贡市,富顺济民医院,富顺县龙万乡月亮村4组、10组,105.089933,29.165525
自贡市,富顺群康医院,富顺县富世镇釜江大道中段87号,104.981494,29.186886
自贡市,富顺西区医院,富顺县富州大道西段2号,104.981494,29.186886
自贡市,富顺华英医院,富顺县富世镇釜江大道东段741号,116.242263,39.95659
自贡市,富顺新区医院,富顺县富世镇富州大道中段211号,104.981494,29.186886
自贡市,富顺毛桥医院,富顺县安溪镇毛桥正街95号,105.042007,29.028984
自贡市,富顺博爱医院,富顺县富世镇釜江大道西段294号和302号,104.981903,29.193401
自贡市,富顺鸽王护理院,富顺县富世镇陈家院巷1号,104.981494,29.186886
